,processed,planned
2020-12-02,940809.2938255502,1032115.6835155481
2020-12-03,965301.1364564056,1008268.7891642569
2020-12-04,1018523.7487538203,1009586.2963436653
2020-12-05,990024.4203775648,1040755.900075907
2020-12-06,956805.2258472219,1021044.8726909328
2020-12-07,1040284.2076687057,1047977.9647009826
2020-12-08,1001184.3614173222,1029414.2107885671
2020-12-09,948440.4107482285,944728.5274478168
2020-12-10,832631.6296069473,957822.2043423426
2020-12-11,984215.5435161714,1011886.7945687412
2020-12-12,930213.0584403734,1011579.8579115565
2020-12-13,959766.2634803368,1021448.6201485636
2020-12-14,975605.2619578746,1023066.2759818207
2020-12-15,968315.4110431991,1035869.2297995837
2020-12-16,801292.7651419144,900944.7175852353
2020-12-17,658524.9937984584,949426.8442002869
2020-12-18,785395.965932127,1047710.1906324711
2020-12-19,866252.4506340527,1045583.0826456563
2020-12-20,941433.0367829626,1048402.0362119711
2020-12-21,883932.3775789825,1048128.2531248474
2020-12-22,971807.4953034234,1052392.0608641596
2020-12-23,903151.92532304,1001141.3626285063
2020-12-24,792773.9482937517,990073.9320058695
2020-12-25,848127.729056673,941443.256145319
2020-12-26,800939.1570109404,980773.439904312
2020-12-27,975701.6483858861,1037107.1887347503
2020-12-28,1011896.0187003688,1014354.231712502
2020-12-29,922540.6669788928,971835.5372636613
2020-12-30,1007769.3041690326,1047538.8211250694
2020-12-31,1018169.8102921695,1046998.7429717924
